SrNo,Municpalties,Municpalties Seat,State
0,Aguascalientes,Aguascalientes,Aguascalientes
1,Asientos,Asientos,Aguascalientes
2,Calvillo,Calvillo,Aguascalientes
3,Cosío,Cosío,Aguascalientes
4,Jesús María,Jesús María,Aguascalientes
5,Pabellón de Arteaga,Pabellón de Arteaga,Aguascalientes
6,Rincón de Romos,Rincón de Romos,Aguascalientes
7,San José de Gracia,San José de Gracia,Aguascalientes
8,Tepezalá,Tepezalá,Aguascalientes
9,El Llano,Palo Alto,Aguascalientes
10,San Francisco de los Romo,San Francisco de los Romo,Aguascalientes
11,Ensenada,Ensenada,Baja California
12,Mexicali,Mexicali,Baja California
13,Tecate,Tecate,Baja California
14,Tijuana,Tijuana,Baja California
15,Playas de Rosarito,Rosarito,Baja California
16,Comondú,Ciudad Constitución,Baja California Sur
17,Mulegé,Santa Rosalía,Baja California Sur
18,La Paz,La Paz,Baja California Sur
19,Los Cabos,San José del Cabo,Baja California Sur
20,Loreto,Loreto,Baja California Sur
21,Calkiní,Calkiní,Campeche
22,Campeche,Campeche,Campeche
23,Carmen,Ciudad del Carmen,Campeche
24,Champotón,Champotón,Campeche
25,Hecelchakán,Hecelchakán,Campeche
26,Hopelchén,Hopelchén,Campeche
27,Palizada,Palizada,Campeche
28,Tenabo,Tenabo,Campeche
29,Escárcega,Escárcega,Campeche
30,Calakmul,Xpujil,Campeche
31,Candelaria,Candelaria,Campeche
32,Acacoyagua,Acacoyagua,Chiapas
33,Acala,Acala,Chiapas
34,Acapetahua,Acapetahua,Chiapas
35,Altamirano,Altamirano,Chiapas
36,Amatán,Amatán,Chiapas
37,Amatenango de la Frontera,Amatenango de la Frontera,Chiapas
38,Amatenango del Valle,Amatenango del Valle,Chiapas
39,Ángel Albino Corzo,Jaltenango de la Paz,Chiapas
40,Arriaga,Arriaga,Chiapas
41,Bejucal de Ocampo,Bejucal de Ocampo,Chiapas
42,Berriozábal,Berriozábal,Chiapas
43,Bochil,Bochil,Chiapas
44,El Bosque,El Bosque,Chiapas
45,Cacahoatán,Cacahoatán,Chiapas
46,Catazajá,Catazajá,Chiapas
47,Cintalapa,Cintalapa de Figueroa,Chiapas
48,Coapilla,Coapilla,Chiapas
49,Comitán de Domínguez,Comitán de Domínguez,Chiapas
50,La Concordia,La Concordia,Chiapas
51,Copainalá,Copainalá,Chiapas
52,Chalchihuitán,Chalchihuitán,Chiapas
53,Chamula,Chamula,Chiapas
54,Chanal,Chanal,Chiapas
55,Chapultenango,Chapultenango,Chiapas
56,Chenalhó,Chenalhó,Chiapas
57,Chiapa de Corzo,Chiapa de Corzo,Chiapas
58,Chiapilla,Chiapilla,Chiapas
59,Chicoasén,Chicoasén,Chiapas
60,Chicomuselo,Chicomuselo,Chiapas
61,Chilón,Chilón,Chiapas
62,Escuintla,Escuintla,Chiapas
63,Francisco León,Rivera el Viejo Carmen,Chiapas
64,Frontera Comalapa,Frontera Comalapa,Chiapas
65,Frontera Hidalgo,Frontera Hidalgo,Chiapas
66,La Grandeza,La Grandeza,Chiapas
67,Huehuetán,Huehuetán,Chiapas
68,Huixtán,Huixtán,Chiapas
69,Huitiupán,Huitiupán,Chiapas
70,Huixtla,Huixtla,Chiapas
71,La Independencia,La Independencia,Chiapas
72,Ixhuatán,Ixhuatan,Chiapas
73,Ixtacomitán,Ixtacomitán,Chiapas
74,Ixtapa,Ixtapa,Chiapas
75,Ixtapangajoya,Ixtapangajoya,Chiapas
76,Jiquipilas,Jiquipilas,Chiapas
77,Jitotol,Jitotol,Chiapas
78,Juárez,Juárez,Chiapas
79,Larráinzar,San Andrés Larráinzar,Chiapas
80,Mapastepec,Mapastepec,Chiapas
81,Mazapa de Madero,Mazapa de Madero,Chiapas
82,Metapa,Metapa de Domínguez,Chiapas
83,Mitontic,Mitontic,Chiapas
84,Motozintla,Motozintla de Mendoza,Chiapas
85,Nicolás Ruíz,Nicolás Ruíz,Chiapas
86,Ocosingo,Ocosingo,Chiapas
87,Ocotepec,Ocotepec,Chiapas
88,Ocozocoautla de Espinosa,Ocozocoautla de Espinosa,Chiapas
89,Ostuacán,Ostuacán,Chiapas
90,Osumacinta,Osumacinta,Chiapas
91,Oxchuc,Oxchuc,Chiapas
92,Palenque,Palenque,Chiapas
93,Pantelhó,Pantelhó,Chiapas
94,Pantepec,Pantepec,Chiapas
95,Pichucalco,Pichucalco,Chiapas
96,Pijijiapan,Pijijiapan,Chiapas
97,El Porvenir,El Porvenir de Velasco Suárez,Chiapas
98,Villa Comaltitlán,Villa Comaltitlán,Chiapas
99,Pueblo Nuevo Solistahuacán,Pueblo Nuevo Solistahuacán,Chiapas
100,Rayón,Rayón,Chiapas
101,Reforma,Reforma,Chiapas
102,Las Rosas,Las Rosas,Chiapas
103,Sabanilla,Sabanilla,Chiapas
104,Salto de Agua,Salto de Agua,Chiapas
105,San Cristóbal de las Casas,San Cristóbal de las Casas,Chiapas
106,San Fernando,San Fernando,Chiapas
107,Siltepec,Siltepec,Chiapas
108,Simojovel,Simojovel de Allende,Chiapas
109,Sitalá,Sitalá,Chiapas
110,Socoltenango,Socoltenango,Chiapas
111,Solosuchiapa,Solosuchiapa,Chiapas
112,Soyaló,Soyaló,Chiapas
113,Suchiapa,Suchiapa,Chiapas
114,Suchiate,Ciudad Hidalgo,Chiapas
115,Sunuapa,Sunuapa,Chiapas
116,Tapachula,Tapachula,Chiapas
117,Tapalapa,Tapalapa,Chiapas
118,Tapilula,Tapilula,Chiapas
119,Tecpatán,Tecpatán,Chiapas
120,Tenejapa,Tenejapa,Chiapas
121,Teopisca,Teopisca,Chiapas
122,Tila,Tila,Chiapas
123,Tonalá,Tonala,Chiapas
124,Totolapa,Totolapa,Chiapas
125,La Trinitaria,La Trinitaria,Chiapas
126,Tumbalá,Tumbalá,Chiapas
127,Tuxtla Gutiérrez,Tuxtla Gutiérrez,Chiapas
128,Tuxtla Chico,Tuxtla Chico,Chiapas
129,Tuzantán,Tuzantán,Chiapas
130,Tzimol,Tzimol,Chiapas
131,Unión Juárez,Unión Juárez,Chiapas
132,Venustiano Carranza,Venustiano Carranza,Chiapas
133,Villa Corzo,Villa Corzo,Chiapas
134,Villaflores,Villaflores,Chiapas
135,Yajalón,Yajalón,Chiapas
136,San Lucas,San Lucas,Chiapas
137,Zinacantán,Zinacantán,Chiapas
138,San Juan Cancuc,San Juan Cancuc,Chiapas
139,Aldama,Aldama,Chiapas
140,Benemérito de las Américas,Benemérito de las Américas,Chiapas
141,Maravilla Tenejapa,Maravilla Tenejapa,Chiapas
142,Marqués de Comillas,Zamora Pico de Oro,Chiapas
143,Montecristo de Guerrero,Montecristo de Guerrero,Chiapas
144,San Andrés Duraznal,San Andrés Duraznal,Chiapas
145,Santiago el Pinar,Santiago el Pinar,Chiapas
146,Belisario Domínguez,Rodulfo Figueroa,Chiapas
147,Emiliano Zapata,Emiliano Zapata,Chiapas
148,El Parral,El Parral,Chiapas
149,Mezcalapa,Mezcalapa,Chiapas
150,Ahumada,Miguel Ahumada,Chihuahua
151,Aldama,Juan Aldama,Chihuahua
152,Allende,Valle de Ignacio Allende,Chihuahua
153,Aquiles Serdán,Santa Eulalia,Chihuahua
154,Ascensión,Ascensión,Chihuahua
155,Bachiniva,Bachiniva,Chihuahua
156,Balleza,Mariano Balleza,Chihuahua
157,Batopilas,Batopilas,Chihuahua
158,Bocoyna,Bocoyna,Chihuahua
159,Buenaventura,San Buenaventura,Chihuahua
160,Camargo,Santa Rosalía de Camargo,Chihuahua
161,Carichi,Carichi,Chihuahua
162,Casas Grandes,Casas Grandes,Chihuahua
163,Coronado,José Esteban Coronado,Chihuahua
164,Coyame del Sotol,Santiago de Coyame,Chihuahua
165,La Cruz,La Cruz,Chihuahua
166,Cuauhtémoc,Ciudad Cuauhtémoc,Chihuahua
167,Cusihuiriachi,Cusihuiriachi,Chihuahua
168,Chihuahua,Chihuahua,Chihuahua
169,Chínipas,Chínipas de Almada,Chihuahua
170,Delicias,Delicias,Chihuahua
171,Dr. Belisario Domínguez,San Lorenzo,Chihuahua
172,Galeana,Hermenegildo Galeana,Chihuahua
173,Santa Isabel,Santa Isabel,Chihuahua
174,Gómez Farías,Valentín Gómez Farias,Chihuahua
175,Gran Morelos,San Nicolás de Carretas,Chihuahua
176,Guachochi,Guachochi,Chihuahua
177,Guadalupe,Guadalupe,Chihuahua
178,Guadalupe y Calvo,Guadalupe y Calvo,Chihuahua
179,Guazapares,Témoris,Chihuahua
180,Guerrero,Vicente Guerrero,Chihuahua
181,Hidalgo del Parral,Hidalgo del Parral,Chihuahua
182,Huejotitán,Huejotitán,Chihuahua
183,Ignacio Zaragoza,Ignacio Zaragoza,Chihuahua
184,Janos,Janos,Chihuahua
185,Jiménez,José Mariano Jiménez,Chihuahua
186,Juárez,Ciudad Juárez,Chihuahua
187,Julimes,Julimes,Chihuahua
188,López,Villa López,Chihuahua
189,Madera,Cd. Madera,Chihuahua
190,Maguarichi,Maguarichi,Chihuahua
191,Manuel Benavides,Manuel Benavides,Chihuahua
192,Matachi,Matachi,Chihuahua
193,Matamoros,Mariano Matamoros,Chihuahua
194,Meoqui,Pedro Meoqui,Chihuahua
195,Morelos,Morelos,Chihuahua
196,Moris,Moris,Chihuahua
197,Namiquipa,Namiquipa,Chihuahua
198,Nonoava,Nonoava,Chihuahua
199,Nuevo Casas Grandes,Nuevo Casas Grandes,Chihuahua
200,Ocampo,Melchor Ocampo,Chihuahua
201,Ojinaga,Ojinaga,Chihuahua
202,Práxedis G. Guerrero,Praxedis G. Guerrero,Chihuahua
203,Riva Palacio,San Andrés,Chihuahua
204,Rosales,Santa Cruz de Rosales,Chihuahua
205,Rosario,Valle del Rosario,Chihuahua
206,San Francisco de Borja,San Francisco de Borja,Chihuahua
207,San Francisco de Conchos,San Francisco de Conchos,Chihuahua
208,San Francisco del Oro,San Francisco del Oro,Chihuahua
209,Santa Bárbara,Santa Bárbara,Chihuahua
210,Satevo,San Francisco Javier de Satevo,Chihuahua
211,Saucillo,Saucillo,Chihuahua
212,Temósachi,Temósachi,Chihuahua
213,El Tule,El Tule,Chihuahua
214,Urique,Urique,Chihuahua
215,Uruachi,Uruachi,Chihuahua
216,Valle de Zaragoza,Valle de Zaragoza,Chihuahua
217,Abasolo,Abasolo,Coahuila
218,Acuña,Ciudad Acuña,Coahuila
219,Allende,Allende,Coahuila
220,Arteaga,Arteaga,Coahuila
221,Candela,Candela,Coahuila
222,Castaños,Castaños,Coahuila
223,Cuatrociénegas,Cuatrociénegas de Carranza,Coahuila
224,Escobedo,Escobedo,Coahuila
225,Francisco I. Madero,Francisco I. Madero,Coahuila
226,Frontera,Ciudad Frontera,Coahuila
227,General Cepeda,General Cepeda,Coahuila
228,Guerrero,Guerrero,Coahuila
229,Hidalgo,Hidalgo,Coahuila
230,Jiménez,Jiménez,Coahuila
231,Juárez,Juárez,Coahuila
232,Lamadrid,Lamadrid,Coahuila
233,Matamoros,Matamoros de la Laguna,Coahuila
234,Monclova,Monclova,Coahuila
235,Morelos,Morelos,Coahuila
236,Múzquiz,Santa Rosa de Múzquiz,Coahuila
237,Nadadores,Nadadores,Coahuila
238,Nava,Nava,Coahuila
239,Ocampo,Ocampo,Coahuila
240,Parras,Parras de la Fuente,Coahuila
241,Piedras Negras,Piedras Negras,Coahuila
242,Progreso,Progreso,Coahuila
243,Ramos Arizpe,Ramos Arizpe,Coahuila
244,Sabinas,Sabinas,Coahuila
245,Sacramento,Sacramento,Coahuila
246,Saltillo,Saltillo,Coahuila
247,San Buenaventura,San Buenaventura,Coahuila
248,San Juan de Sabinas,Nueva Rosita,Coahuila
249,San Pedro de las Colonias,San Pedro de las Colonias,Coahuila
250,Sierra Mojada,Sierra Mojada,Coahuila
251,Torreón,Torreón,Coahuila
252,Viesca,Viesca,Coahuila
253,Villa Unión,Villa Unión,Coahuila
254,Zaragoza,Zaragoza,Coahuila
255,Armería,Ciudad de Armería,Colima
256,Colima,Colima,Colima
257,Comala,Comala,Colima
258,Coquimatlán,Coquimatlán,Colima
259,Cuauhtémoc,Cuauhtémoc,Colima
260,Ixtlahuacán,Ixtlahuacán,Colima
261,Manzanillo,Manzanillo,Colima
262,Minatitlán,Minatitlán,Colima
263,Tecomán,Tecomán,Colima
264,Villa de Álvarez,Villa de Álvarez,Colima
265,Canatlán,Ciudad Canatlán,Durango
266,Canelas,Canelas,Durango
267,Coneto de Comonfort,Coneto de Comonfort,Durango
268,Cuencamé,Cuencamé de Ceniceros,Durango
269,Durango,Victoria de Durango,Durango
270,General Simón Bolívar,General Simón Bolívar,Durango
271,Gómez Palacio,Gómez Palacio,Durango
272,Guadalupe Victoria,Ciudad Guadalupe Victoria,Durango
273,Guanaceví,Guanaceví,Durango
274,Hidalgo,Villa Hidalgo,Durango
275,Indé,Indé,Durango
276,Lerdo,Ciudad Lerdo,Durango
277,Mapimí,Mapimí,Durango
278,Mezquital,Mezquital,Durango
279,Nazas,Nazas,Durango
280,Nombre de Dios,Nombre de Dios,Durango
281,Ocampo,Villa Ocampo,Durango
282,El Oro,Santa María del Oro,Durango
283,Otáez,Otáez,Durango
284,Pánuco de Coronado,Francisco I. Madero,Durango
285,Peñón Blanco,Peñón Blanco,Durango
286,Poanas,Villa Unión,Durango
287,Pueblo Nuevo,El Salto,Durango
288,Rodeo,Rodeo,Durango
289,San Bernardo,San Bernardo,Durango
290,San Dimas,Tayoltita,Durango
291,San Juan de Guadalupe,San Juan de Guadalupe,Durango
292,San Juan del Río,San Juan del Río,Durango
293,San Luis del Cordero,San Luis del Cordero,Durango
294,San Pedro del Gallo,San Pedro del Gallo,Durango
295,Santa Clara,Santa Clara,Durango
296,Santiago Papasquiaro,Santiago Papasquiaro,Durango
297,Súchil,Súchil,Durango
298,Tamazula,Tamazula de Victoria,Durango
299,Tepehuanes,Santa Catarina de Tepehuanes,Durango
300,Tlahualilo,Tlahualilo de Zaragoza,Durango
301,Topia,Topia,Durango
302,Vicente Guerrero,Vicente Guerrero,Durango
303,Nuevo Ideal,Nuevo Ideal,Durango
304,Abasolo,Abasolo,Guanajuato
305,Acámbaro,Acámbaro,Guanajuato
306,Allende,San Miguel de Allende,Guanajuato
307,Apaseo el Alto,Apaseo el Alto,Guanajuato
308,Apaseo el Grande,Apaseo el Grande,Guanajuato
309,Atarjea,Atarjea,Guanajuato
310,Celaya,Celaya,Guanajuato
311,Manuel Doblado,Ciudad Manuel Doblado,Guanajuato
312,Comonfort,Comonfort,Guanajuato
313,Coroneo,Coroneo,Guanajuato
314,Cortazar,Cortázar,Guanajuato
315,Cuerámaro,Cuerámaro,Guanajuato
316,Doctor Mora,Doctor Mora,Guanajuato
317,Dolores Hidalgo,"Dolores Hidalgo, Cuna de la Independencia Nacional",Guanajuato
318,Guanajuato,Guanajuato,Guanajuato
319,Huanímaro,Huanímaro,Guanajuato
320,Irapuato,Irapuato,Guanajuato
321,Jaral del Progreso,Jaral del Progreso,Guanajuato
322,Jerécuaro,Jerécuaro,Guanajuato
323,León,León,Guanajuato
324,Moroleón,Moroleón,Guanajuato
325,Ocampo,Ocampo,Guanajuato
326,Pénjamo,Pénjamo,Guanajuato
327,Pueblo Nuevo,Pueblo Nuevo,Guanajuato
328,Purísima del Rincón,Purísima de Bustos,Guanajuato
329,Romita,Romita,Guanajuato
330,Salamanca,Salamanca,Guanajuato
331,Salvatierra,Salvatierra,Guanajuato
332,San Diego de la Unión,San Diego de la Unión,Guanajuato
333,San Felipe,San Felipe,Guanajuato
334,San Francisco del Rincón,San Francisco del Rincón,Guanajuato
335,San José Iturbide,San José Iturbide,Guanajuato
336,San Luis de la Paz,San Luis de la Paz,Guanajuato
337,Santa Catarina,Santa Catarina,Guanajuato
338,Santa Cruz de Juventino Rosas,Santa Cruz de Juventino Rosas,Guanajuato
339,Santiago Maravatío,Santiago Maravatío,Guanajuato
340,Silao,Silao,Guanajuato
341,Tarandacuao,Tarandacuao,Guanajuato
342,Tarimoro,Tarimoro,Guanajuato
343,Tierra Blanca,Tierra Blanca,Guanajuato
344,Uriangato,Uriangato,Guanajuato
345,Valle de Santiago,Valle de Santiago,Guanajuato
346,Victoria,Victoria,Guanajuato
347,Villagrán,Villagrán,Guanajuato
348,Xichú,Xichú,Guanajuato
349,Yuriria,Yuriria,Guanajuato
350,Acapulco de Juárez,Acapulco de Juárez,Guerrero
351,Acatepec,Acatepec,Guerrero
352,Ajuchitlán del Progreso,Ajuchitlán,Guerrero
353,Ahuacuotzingo,Ahuacuotzingo,Guerrero
354,Alcozauca de Guerrero,Alcozauca de Guerrero,Guerrero
355,Alpoyeca,Alpoyeca,Guerrero
356,Apaxtla,Apaxtla de Castrejón,Guerrero
357,Arcelia,Arcelia,Guerrero
358,Atenango del Río,Atenango del Río,Guerrero
359,Atlamajalcingo del Monte,Atlamajalcingo del Monte,Guerrero
360,Atlixtac,Atlixtac,Guerrero
361,Atoyac de Álvarez,Atoyac de Álvarez,Guerrero
362,Ayutla de los Libres,Ayutla de los Libres,Guerrero
363,Azoyú,Azoyú,Guerrero
364,Benito Juárez,San Jerónimo de Juárez,Guerrero
365,Buenavista de Cuéllar,Buenavista de Cuéllar,Guerrero
366,Chilapa de Álvarez,Chilapa de Álvarez,Guerrero
367,Chilpancingo de los Bravo,Chilpancingo de los Bravo,Guerrero
368,Coahuayutla de José María Izazaga,Coahuayutla de Guerrero,Guerrero
369,Cocula,Cocula,Guerrero
370,Copala,Copala,Guerrero
371,Copalillo,Copalillo,Guerrero
372,Copanatoyac,Copanatoyac,Guerrero
373,Coyuca de Benítez,Coyuca de Benítez,Guerrero
374,Coyuca de Catalán,Coyuca de Catalán,Guerrero
375,Cuajinicuilapa,Cuajinicuilapa,Guerrero
376,Cualac,Cualac,Guerrero
377,Cuautepec,Cuautepec,Guerrero
378,Cuetzala del Progreso,Cuetzala del Progreso,Guerrero
379,Cutzamala de Pinzón,Cutzamala de Pinzón,Guerrero
380,Eduardo Neri,Zumpango del Río,Guerrero
381,Florencio Villarreal,Cruz Grande,Guerrero
382,General Canuto A. Neri,Acapetlahuaya,Guerrero
383,General Heliodoro Castillo,Tlacotepec,Guerrero
384,Huamuxtitlán,Huamuxtitlán,Guerrero
385,Huitzuco de los Figueroa,Huitzuco,Guerrero
386,Iguala de la Independencia,Iguala de la Independencia,Guerrero
387,Igualapa,Igualapa,Guerrero
388,Ixcateopan de Cuauhtémoc,Ixcateopan de Cuauhtémoc,Guerrero
389,Zihuatanejo de Azueta,Zihuatanejo,Guerrero
390,Juan R. Escudero,Tierra Colorada,Guerrero
391,La Unión de Isidoro Montes de Oca,La Unión,Guerrero
392,Leonardo Bravo,Chichihualco,Guerrero
393,Malinaltepec,Malinaltepec,Guerrero
394,Mártir de Cuilapán,Apango,Guerrero
395,Metlatónoc,Metlatónoc,Guerrero
396,Mochitlán,Mochitlán,Guerrero
397,Olinalá,Olinalá,Guerrero
398,Ometepec,Ometepec,Guerrero
399,Pedro Ascencio Alquisiras,Ixcapuzalco,Guerrero
400,Petatlán,Petatlán,Guerrero
401,Pilcaya,Pilcaya,Guerrero
402,Pungarabato,Ciudad Altamirano,Guerrero
403,Quechultenango,Quechultenango,Guerrero
404,San Luis Acatlán,San Luis Acatlán,Guerrero
405,San Marcos,San Marcos,Guerrero
406,San Miguel Totolapan,San Miguel Totolapan,Guerrero
407,Taxco de Alarcón,Taxco de Alarcón,Guerrero
408,Tecoanapa,Tecoanapa,Guerrero
409,Tecpán de Galeana,Tecpán de Galeana,Guerrero
410,Teloloapan,Teloloapan,Guerrero
411,Tepecoacuilco de Trujano,Tepecoacuilco de Trujano,Guerrero
412,Tetipac,Tetipac,Guerrero
413,Tixtla de Guerrero,Tixtla de Guerrero,Guerrero
414,Tlacoachistlahuaca,Tlacoachistlahuaca,Guerrero
415,Tlacoapa,Tlacoapa,Guerrero
416,Tlalchapa,Tlalchapa,Guerrero
417,Tlalixtaquilla de Maldonado,Tlalixtaquilla,Guerrero
418,Tlapa de Comonfort,Tlapa de Comonfort,Guerrero
419,Tlapehuala,Tlapehuala,Guerrero
420,Xalpatlahuac,Xalpatlahuac,Guerrero
421,Xochihuehuetlan,Xochihuehuetlan,Guerrero
422,Xochistlahuaca,Xochistlahuaca,Guerrero
423,Zapotitlán Tablas,Zapotitlán Tablas,Guerrero
424,Zirándaro,Zirándaro de los Chávez,Guerrero
425,Zitlala,Zitlala,Guerrero
426,Marquelia,Marquelia,Guerrero
427,Cochoapa el Grande,Cochoapa el Grande,Guerrero
428,José Joaquín de Herrera,Hueycantenango,Guerrero
429,Juchitán,Juchitán,Guerrero
430,Iliatenco,Iliatenco,Guerrero
431,Acatlán,Acatlán,Hidalgo
432,Acaxochitlán,Acaxochitlán,Hidalgo
433,Actopan,Actopan,Hidalgo
434,Agua Blanca de Iturbide,Agua Blanca Iturbide,Hidalgo
435,Ajacuba,Ajacuba,Hidalgo
436,Alfajayucan,Alfajayucan,Hidalgo
437,Almoloya,Almoloya,Hidalgo
438,Apan,Apan,Hidalgo
439,El Arenal,El Arenal,Hidalgo
440,Atitalaquía,Atitalaquía,Hidalgo
441,Atlapexco,Atlapexco,Hidalgo
442,Atotonilco El Grande,Atotonilco El Grande,Hidalgo
443,Atotonilco de Tula,Atotonilco de Tula,Hidalgo
444,Calnali,Calnali,Hidalgo
445,Cardonal,Cardonal,Hidalgo
446,Cuautepec de Hinojosa,Cuautepec de Hinojosa,Hidalgo
447,Chapantongo,Chapantongo,Hidalgo
448,Chapulhuacán,Chapulhuacán,Hidalgo
449,Chilcuautla,Chilcuautla,Hidalgo
450,Eloxochitlán,Eloxochitlán,Hidalgo
451,Emiliano Zapata,Emiliano Zapata,Hidalgo
452,Epazoyucan,Epazoyucan,Hidalgo
453,Francisco I. Madero,Tepatepec,Hidalgo
454,Huasca de Ocampo,Huasca de Ocampo,Hidalgo
455,Huautla,Huautla,Hidalgo
456,Huazalingo,Huazalingo,Hidalgo
457,Huehuetla,Huehuetla,Hidalgo
458,Huejutla de Reyes,Huejutla de Reyes,Hidalgo
459,Huichapan,Huichapan,Hidalgo
460,Ixmiquilpan,Ixmiquilpan,Hidalgo
461,Jacala de Ledezma,Jacala,Hidalgo
462,Jaltocan,Jaltocan,Hidalgo
463,Juárez Hidalgo,Juárez,Hidalgo
464,Lolotla,Lolotla,Hidalgo
465,Metepec,Metepec,Hidalgo
466,San Agustín Metzquititlán,Mezquititlán,Hidalgo
467,Metztitlán,Metztitlán,Hidalgo
468,Mineral del Chico,Mineral del Chico,Hidalgo
469,Mineral del Monte,Mineral del Monte,Hidalgo
470,La Misión,La Misión,Hidalgo
471,Mixquiahuala de Juárez,Mixquiahuala,Hidalgo
472,Molango de Escamilla,Molango,Hidalgo
473,Nicolás Flores,Nicolás Flores,Hidalgo
474,Nopala de Villagrán,Nopala,Hidalgo
475,Omitlán de Juárez,Omitlán de Juárez,Hidalgo
476,San Felipe Orizatlán,Orizatlán,Hidalgo
477,Pacula,Pacula,Hidalgo
478,Pachuca de Soto,Pachuca,Hidalgo
479,Pisaflores,Pisaflores,Hidalgo
480,Progreso de Obregón,Progreso,Hidalgo
481,Mineral de la Reforma,Pachuquilla,Hidalgo
482,San Agustín Tlaxiaca,San Agustín Tlaxiaca,Hidalgo
483,San Bartolo Tutotepec,San Bartolo Tutotepec,Hidalgo
484,San Salvador,San Salvador,Hidalgo
485,Santiago de Anaya,Santiago de Anaya,Hidalgo
486,Santiago Tulantepec de Lugo Guerrero,Santiago Tulantepec,Hidalgo
487,Singuilucan,Singuilucan,Hidalgo
488,Tasquillo,Tasquillo,Hidalgo
489,Tecozautla,Tecozautla,Hidalgo
490,Tenango de Doria,Tenango de Doria,Hidalgo
491,Tepeapulco,Tepeapulco,Hidalgo
492,Tepehuacán de Guerrero,Tepehuacán de Guerrero,Hidalgo
493,Tepeji del Rio de Ocampo,Tepeji del Rio de Ocampo,Hidalgo
494,Tepetitlán,Tepetitlán,Hidalgo
495,Tetepango,Tetepango,Hidalgo
496,Villa de Tezontepec,Tezontepec,Hidalgo
497,Tezontepec de Aldama,Tezontepec de Aldama,Hidalgo
498,Tianguistengo,Tianguistengo,Hidalgo
499,Tizayuca,Tizayuca,Hidalgo
500,Tlahuelilpan,Tlahuelilpan,Hidalgo
501,Tlahuiltepa,Tlahuiltepa,Hidalgo
502,Tlanalapa,Tlanalapa,Hidalgo
503,Tlanchinol,Tlanchinol,Hidalgo
504,Tlaxcoapan,Tlaxcoapan,Hidalgo
505,Tolcayuca,Tolcayuca,Hidalgo
506,Tula de Allende,Tula de Allende,Hidalgo
507,Tulancingo de Bravo,Tulancingo,Hidalgo
508,Xochiatipan,Xochiatipan,Hidalgo
509,Xochicoatlán,Xochicoatlán,Hidalgo
510,Yahualica,Yahualica,Hidalgo
511,Zacualtipan de Ángeles,Zacualtipan,Hidalgo
512,Zapotlán de Juárez,Zapotlán de Juárez,Hidalgo
513,Zempoala,Zempoala,Hidalgo
514,Zimapan,Zimapan,Hidalgo
515,Acatic,Acatic,Jalisco
516,Acatlán de Juárez,Acatlán de Juárez,Jalisco
517,Ahualulco de Mercado,Ahualulco de Mercado,Jalisco
518,Amacueca,Amacueca,Jalisco
519,Amatitán,Amatitán,Jalisco
520,Ameca,Ameca,Jalisco
521,Arandas,Arandas,Jalisco
522,Atemajac de Brizuela,Atemajac de Brizuela,Jalisco
523,Atengo,Atengo,Jalisco
524,Atenguillo,Atenguillo,Jalisco
525,Atotonilco El Alto,Atotonilco El Alto,Jalisco
526,Atoyac,Atoyac,Jalisco
527,Autlán de Navarro,Autlán de Navarro,Jalisco
528,Ayotlán,Ayotlán,Jalisco
529,Ayutla,Ayutla,Jalisco
530,Bolaños,Bolaños,Jalisco
531,Cañadas de Obregón,Cañadas de Obregón,Jalisco
532,Casimiro Castillo,Casimiro Castillo,Jalisco
533,Chapala,Chapala,Jalisco
534,Chimaltitán,Chimaltitán,Jalisco
535,Chiquilistlán,Chiquilistlán,Jalisco
536,Cihuatlán,Cihuatlán,Jalisco
537,Cocula,Cocula,Jalisco
538,Colotlán,Colotlán,Jalisco
539,Concepción de Buenos Aires,Concepción de Buenos Aires,Jalisco
540,Cuautitlán de García Barragán,Cuautitlán de García Barragán,Jalisco
541,Cuautla,Cuautla,Jalisco
542,Cuquío,Cuquío,Jalisco
543,Degollado,Degollado,Jalisco
544,Ejutla,Ejutla,Jalisco
545,El Arenal,El Arenal,Jalisco
546,El Grullo,El Grullo,Jalisco
547,El Limón,El Limón,Jalisco
548,El Salto,El Salto,Jalisco
549,Encarnación de Díaz,Encarnación de Díaz,Jalisco
550,Etzatlán,Etzatlán,Jalisco
551,Guachinango,Guachinango,Jalisco
552,Guadalajara,Guadalajara,Jalisco
553,Hostotipaquillo,Hostotipaquillo,Jalisco
554,Huejúcar,Huejúcar,Jalisco
555,Huejuquilla El Alto,Huejuquilla El Alto,Jalisco
556,Ixtlahuacán de los Membrillos,Ixtlahuacán de los Membrillos,Jalisco
557,Ixtlahuacan del Río,Ixtlahuacan del Río,Jalisco
558,Jalostotitlán,Jalostotitlán,Jalisco
559,Jamay,Jamay,Jalisco
560,Jesús María,Jesús María,Jalisco
561,Jilotlán de los Dolores,Jilotlán de los Dolores,Jalisco
562,Jocotepec,Jocotepec,Jalisco
563,Juanacatlán,Juanacatlán,Jalisco
564,Juchitlán,Juchitlán,Jalisco
565,La Barca,La Barca,Jalisco
566,La Huerta,La Huerta,Jalisco
567,La Manzanilla de La Paz,La Manzanilla de La Paz,Jalisco
568,Lagos de Moreno,Lagos de Moreno,Jalisco
569,Magdalena,Magdalena,Jalisco
570,Mascota,Mascota,Jalisco
571,Mazamitla,Mazamitla,Jalisco
572,Mexticacan,Mexticacan,Jalisco
573,Mezquitic,Mezquitic,Jalisco
